chr,category,startpos,endpos,sample_count,fragment_count,total_fragment_size_bp,region_id,ensembl_chr,hgnc_symbol,ensembl_gene_id,chromosome_name,start_position,end_position,gene_biotype,gene_name,census_genome_location,census_tier,census_hallmark,tumour_types_somatic,tumour_types_germline,cancer_syndrome,tissue_type,molecular_genetics,role_in_cancer,mutation_types,present_in_cancer_gene_census
12,3,176089,133810703,1,1,133634614,7745,12,STAT6,ENSG00000166888,12,57095403,57132139,protein_coding,"signal transducer and activator of transcription 6, interleukin-4 induced",12:57095408-57111433,1,NA,"solitary fibrous tumour, meningeal haemangiopericytoma",NA,NA,"M, O",Dom,"oncogene, fusion",T,TRUE
1,4,69511,63128836,1,1,63059325,1625,1,STIL,ENSG00000123473,1,47250139,47314892,protein_coding,SCL/TAL1 interrupting locus,1:47250142-47314140,1,NA,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
11,3,193189,5079946,1,1,4886757,6862,11,STIM1,ENSG00000167323,11,3854527,4093210,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
19,3,107593,2046325,1,1,1938732,10929,19,STK11,ENSG00000118046,19,1177558,1228431,protein_coding,serine/threonine kinase 11 gene (LKB1),19:1206464-1228435,1,NA,"NSCLC, pancreatic","jejunal hamartoma, ovarian, testicular, pancreatic",Peutz-Jeghers syndrome,"E, M, O",Rec,TSG,"D, Mis, N, F, S",TRUE
2,3,45895,40404839,2,2,40358944,635,2,STRN,ENSG00000115808,2,36835737,36967622,protein_coding,"striatin, calmodulin binding protein",2:36843640-36966472,1,NA,"anaplastic thyroid, papillary thyroid, lung",NA,NA,E,Dom,fusion,T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,STX2,ENSG00000111450,12,130789597,130839297,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10,3,95096,129249662,2,2,129154566,987,10,SUFU,ENSG00000107882,10,102503952,102633535,protein_coding,suppressor of fused homolog (Drosophila),10:102503987-102633535,1,NA,medulloblastoma,medulloblastoma,medulloblastoma predisposition,O,Rec,TSG,"D, F, S",TRUE
17,2,6115,33341834,1,1,33335719,10003,17,SUZ12,ENSG00000178691,17,31936994,32001108,protein_coding,suppressor of zeste 12 homolog (Drosophila),17:31937018-32001045,1,Yes,endometrial stromal tumour,NA,NA,M,Dom,"oncogene, TSG, fusion",T,TRUE
9,2,65602660,104449063,1,1,38846403,5923,9,SYK,ENSG00000165025,9,90801579,90898549,protein_coding,spleen tyrosine kinase,9:90801787-90898549,1,NA,"MDS, peripheral T-cell lymphoma",NA,NA,L,Dom,"oncogene, fusion",T,TRUE
17,3,6115,39186220,1,1,39180105,10061,17,TAF15,ENSG00000270647,17,35809475,35864615,protein_coding,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa",17:35809455-35847242,1,NA,"extraskeletal myxoid chondrosarcoma, ALL",NA,NA,"L, M",Dom,"oncogene, fusion",T,TRUE
1,4,69511,63128836,1,1,63059325,1625,1,TAL1,ENSG00000162367,1,47216290,47232225,protein_coding,T-cell acute lymphocytic leukemia 1 (SCL),1:47216292-47229771,1,NA,lymphoblastic leukaemia/biphasic,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
9,3,66457127,109691676,1,1,43234549,5955,9,TAL2,ENSG00000186051,9,105656229,105665420,protein_coding,T-cell acute lymphocytic leukemia 2,9:105662457-105663112,1,NA,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
3,3,239347,197581147,2,2,197341800,664,3,TBL1XR1,ENSG00000177565,3,177019340,177228000,protein_coding,transducin (beta)-like 1 X-linked receptor 1,3:177019355-177196478,1,Yes,"splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma",NA,NA,"L, E, M",Rec,"oncogene, TSG, fusion","F, Mis",TRUE
12,3,176089,133810703,1,1,133634614,7745,12,TBX3,ENSG00000135111,12,114670255,114684414,protein_coding,T-box 3,12:114670255-114683590,1,NA,"breast, large intestine, skin",NA,NA,E,Dom,"oncogene, TSG","Mis, N, F, O",TRUE
8,5,183002,144566969,1,1,144383967,5150,8,TCEA1,ENSG00000187735,8,53966552,54022508,protein_coding,"transcription elongation factor A (SII), 1",8:53966556-54022529,1,NA,salivary adenoma,NA,NA,E,Dom,fusion,T,TRUE
15,2,20170011,60643302,1,1,40473291,9179,15,TCF12,ENSG00000140262,15,56918099,57299707,protein_coding,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)",15:56918623-57288514,1,NA,extraskeletal myxoid chondrosarcoma,NA,NA,M,Dom,fusion,T,TRUE
19,3,107593,2046325,1,1,1938732,10929,19,TCF3,ENSG00000071564,19,1609291,1652911,protein_coding,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),19:1609290-1652329,1,NA,pre B-ALL,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
10,3,95096,129249662,2,2,129154566,987,10,TCF7L2,ENSG00000148737,10,112950015,113167678,protein_coding,transcription factor 7-like 2,10:112950407-113167493,1,Yes,colorectal,NA,NA,E,Dom,"oncogene, fusion",T,TRUE
14,5,19889910,100759046,1,1,80869136,8598,14,TCL1A,ENSG00000100721,14,95694156,95714196,protein_coding,T-cell leukemia/lymphoma 1A,14:95709968-95714196,1,Yes,T-CLL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
14,5,19889910,100759046,1,1,80869136,8598,14,TCL6,ENSG00000187621,14,95620914,95679833,lncRNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5,3,140532,5232398,2,2,5091866,772,5,TERT,ENSG00000164362,5,1253147,1295086,protein_coding,telomerase reverse transcriptase,5:1253167-1295047,1,Yes,"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types",melanoma,NA,"E, O",Dom,"oncogene, TSG",Promoter Mis,TRUE
10,3,95096,70992912,1,1,70897816,6420,10,TET1,ENSG00000138336,10,68560285,68698063,protein_coding,tet methylcytosine dioxygenase 1,10:68560656-68694482,1,Yes,AML,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
4,3,59475,134085208,1,1,134025733,3250,4,TET2,ENSG00000168769,4,105145875,105279816,protein_coding,tet oncogene family member 2,4:105146293-105279816,1,Yes,MDS,NA,NA,L,Rec,TSG,"Mis, N, F",TRUE
23,2,2699968,49093528,1,1,46393560,12811,X,TFE3,ENSG00000068323,X,49028726,49043512,protein_coding,transcription factor binding to IGHM enhancer 3,X:49028731-49043486,1,Yes,"papillary renal, alveolar soft part sarcoma, renal",NA,NA,E,Dom,"oncogene, fusion",T,TRUE
6,2,203466,90661576,1,1,90458110,4259,6,TFEB,ENSG00000112561,6,41683978,41736259,protein_coding,transcription factor EB,6:41683978-41736259,1,NA,renal cell carcinoma (childhood epithelioid),NA,NA,"E,M",Dom,"oncogene, fusion",T,TRUE
3,3,239347,109052732,1,1,108813385,2648,3,TFG,ENSG00000114354,3,100709295,100793279,protein_coding,TRK-fused gene,3:100709425-100748966,1,NA,"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma",NA,NA,"E, L, M",Dom,fusion,T,TRUE
19,3,29567046,59082605,3,3,29515559,508,19,TFPT,ENSG00000105619,19,54107015,54115666,protein_coding,TCF3 (E2A) fusion partner (in childhood leukaemia),19:54107013-54115675,2,NA,pre-B ALL,NA,NA,L,Dom,fusion,T,TRUE
3,3,239347,197581147,2,2,197341800,664,3,TFRC,ENSG00000072274,3,196012511,196082162,protein_coding,"transferrin receptor (p90, CD71)",3:196049284-196082189,2,NA,NHL,NA,NA,L,Dom,fusion,T,TRUE
1,3,69511,41284406,1,1,41214895,1617,1,THRAP3,ENSG00000054118,1,36224392,36305376,protein_coding,thyroid hormone receptor associated protein 3 (TRAP150),1:36224416-36305357,2,NA,aneurysmal bone cyst,NA,NA,M,Dom,fusion,T,TRUE
1,4,145209330,232002332,1,1,86793002,2049,1,TIMM17A,ENSG00000134375,1,201955476,201970780,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10,3,95096,129249662,2,2,129154566,987,10,TLX1,ENSG00000107807,10,101131011,101137789,protein_coding,"T-cell leukemia, homeobox 1 (HOX11)",10:101130505-101137789,1,NA,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,TLX3,ENSG00000164438,5,171309191,171312139,protein_coding,"T-cell leukemia, homeobox 3 (HOX11L2)",5:171309284-171312134,1,NA,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
21,2,9825769,45726480,1,1,35900711,12156,21,TMPRSS2,ENSG00000184012,21,41464296,41531116,protein_coding,"transmembrane protease, serine 2",21:41464553-41508065,1,Yes,prostate,NA,NA,E,Dom,fusion,T,TRUE
6,4,292658,170892848,1,1,170600190,4263,6,TNFAIP3,ENSG00000118503,6,137866383,137885836,protein_coding,"tumor necrosis factor, alpha-induced protein 3",6:137867188-137883311,1,Yes,"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL",NA,NA,L,Rec,TSG,"D, N, F",TRUE
1,4,69511,3644374,1,1,3574863,1619,1,TNFRSF14,ENSG00000157873,1,2554244,2565382,protein_coding,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",1:2556366-2563829,1,NA,follicular lymphoma,NA,NA,L,Rec,TSG,"Mis, N, F",TRUE
16,3,97610,24135112,2,2,24037502,1246,16,TNFRSF17,ENSG00000048462,16,11965138,11968068,protein_coding,"tumor necrosis factor receptor superfamily, member 17",16:11965107-11968068,1,NA,intestinal T-cell lymphoma,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
20,5,76962,44420682,1,1,44343720,11956,20,TOP1,ENSG00000198900,20,41028815,41124487,protein_coding,topoisomerase (DNA) I,20:41028818-41124487,1,NA,AML*,NA,NA,L,Dom,fusion,T,TRUE
17,6,5996,16005187,1,1,15999191,9967,17,TP53,ENSG00000141510,17,7661779,7687546,protein_coding,tumor protein p53,17:7668402-7687538,1,Yes,"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types","breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types",Li-Fraumeni syndrome,"L, E, M, O",Rec,"oncogene, TSG, fusion","Mis, N, F, T",TRUE
15,2,20170011,51783981,1,1,31613970,9178,15,TP53BP1,ENSG00000067369,15,43403061,43510728,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1,2,144052752,161136843,1,1,17084091,2031,1,TPM3,ENSG00000143549,1,154155308,154194648,protein_coding,tropomyosin 3,1:154167465-154192211,1,NA,"papillary thyroid, ALCL, NSCLC, Spitzoid tumour",NA,NA,"E, L",Dom,"TSG, fusion",T,TRUE
19,3,107593,18375882,1,1,18268289,10932,19,TPM4,ENSG00000167460,19,16067021,16103011,protein_coding,tropomyosin 4,19:16067538-16102943,1,NA,ALCL,NA,NA,L,Dom,fusion,T,TRUE
1,4,145209330,232002332,1,1,86793002,2049,1,TPR,ENSG00000047410,1,186311188,186375693,protein_coding,translocated promoter region,1:186311652-186375325,1,NA,"papillary thyroid, NSCLC",NA,NA,E,Dom,fusion,T,TRUE
16,3,97610,2485896,1,1,2388286,9470,16,TRAF7,ENSG00000131653,16,2155692,2178129,protein_coding,tumour necrosis factor receptor-associated factor 7,16:2155765-2178129,1,Yes,meningioma,NA,NA,O,Dom,TSG,Mis,TRUE
7,3,63033158,149589343,1,1,86556185,4927,7,TRIM24,ENSG00000122779,7,138460193,138590023,protein_coding,tripartite motif containing 24,7:138460334-138589993,1,NA,APL,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
6,2,203466,90661576,1,1,90458110,4259,6,TRIM27,ENSG00000204713,6,28903002,28924018,protein_coding,tripartite motif-containing 27,6:28903002-28923989,1,NA,papillary thyroid,NA,NA,E,Dom,"oncogene, fusion",T,TRUE
1,3,721757,120925996,2,2,120204239,598,1,TRIM33,ENSG00000197323,1,114392781,114511244,protein_coding,"tripartite motif-containing 33 (PTC7,TIF1G)",1:114392777-114511160,1,NA,papillary thyroid,NA,NA,E,Dom,"TSG, fusion",T,TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,TRIP11,ENSG00000100815,14,91965991,92040902,protein_coding,thyroid hormone receptor interactor 11,14:91965991-92040059,1,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
7,3,63033158,100549840,1,1,37516682,4925,7,TRRAP,ENSG00000196367,7,98877933,99050831,protein_coding,transformation/transcription domain-associated protein,7:98878490-99013243,1,NA,melanoma,NA,NA,E,Dom,oncogene,Mis,TRUE
9,3,66457127,135937396,1,1,69480269,5965,9,TSC1,ENSG00000165699,9,132891348,132946874,protein_coding,tuberous sclerosis 1 gene,9:132891348-132944633,1,NA,"renal cell carcinoma, bladder carcinoma","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 1,"E, O",Rec,TSG,"D, Mis, N, F, S",TRUE
16,3,97610,2485896,1,1,2388286,9470,16,TSC2,ENSG00000103197,16,2047345,2089491,protein_coding,tuberous sclerosis 2 gene,16:2047465-2088720,1,NA,"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 2,"E, O",Rec,TSG,"D, Mis, N, F, S",TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,TSHR,ENSG00000165409,14,80954989,81146306,protein_coding,thyroid stimulating hormone receptor,14:80955043-81146302,1,NA,toxic thyroid adenoma,thyroid adenoma,NA,E,Dom,oncogene,Mis,TRUE
2,3,45895,202712095,1,1,202666200,2232,2,TTL,ENSG00000114999,2,112482112,112541739,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
21,2,9825769,45726480,1,1,35900711,12156,21,U2AF1,ENSG00000160201,21,43092956,43107605,protein_coding,U2 small nuclear RNA auxiliary factor 1,21:43092956-43107587,1,NA,"CLL, MDS",NA,NA,L,Dom,oncogene,Mis,TRUE
8,5,183002,144566969,1,1,144383967,5150,8,UBR5,ENSG00000104517,8,102250605,102412883,protein_coding,ubiquitin protein ligase E3 component n-recognin 5,8:102253012-102412841,1,Yes,"mantle cell lymphoma, gastric, colorectal",NA,NA,"L, E",Rec,oncogene,"F, N, Mis, S",TRUE
17,6,5996,16005187,1,1,15999191,9967,17,USP6,ENSG00000129204,17,5116032,5175034,protein_coding,ubiquitin specific peptidase 6 (Tre-2 oncogene),17:5116438-5174991,1,NA,aneurysmal bone cyst,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
3,2,239347,10189929,4,4,9950582,160,3,VHL,ENSG00000134086,3,10141764,10153676,protein_coding,von Hippel-Lindau syndrome gene,3:10141008-10152220,1,Yes,"renal, haemangioma, pheochromocytoma","renal, haemangioma, pheochromocytoma",Von Hippel-Lindau syndrome,"E, M, O",Rec,TSG,"D, Mis, N, F, S",TRUE
10,3,95096,129249662,2,2,129154566,987,10,VTI1A,ENSG00000151532,10,112446998,112818897,protein_coding,vesicle transport through interaction with t-SNAREs homolog 1A,10:112447258-112818744,2,NA,colorectal,NA,NA,E,Dom,fusion,T,TRUE
23,2,2699968,49093528,1,1,46393560,12811,X,WAS,ENSG00000015285,X,48676593,48691431,protein_coding,Wiskott-Aldrich syndrome,X:48683779-48691427,1,Yes,NA,lymphoma,Wiskott-Aldrich syndrome,L,Rec/X,oncogene,"Mis, N, F, S",TRUE
12,3,176089,133810703,1,1,133634614,7745,12,WIF1,ENSG00000156076,12,65050565,65121582,protein_coding,WNT inhibitory factor 1,12:65050626-65121566,1,Yes,pleomorphic salivary gland adenoma,NA,NA,E,Dom,"TSG, fusion",T,TRUE
8,2,182710,35425870,4,4,35243160,187,8,WRN,ENSG00000165392,8,31033761,31176138,protein_coding,Werner syndrome (RECQL2),8:31033801-31173769,1,NA,NA,"osteosarcoma, meningioma, other tumour types",Werner syndrome,"L, E, M, O",Rec,TSG,"Mis, N, F, S",TRUE
11,3,193863,36669778,1,1,36475915,6927,11,WT1,ENSG00000184937,11,32387775,32435885,protein_coding,Wilms tumour 1 gene,11:32387775-32435630,1,NA,"Wilms tumour, desmoplastic small round cell tumour",Wilms tumour,"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour",O,Rec,"oncogene, TSG, fusion","D, Mis, N, F, S, T",TRUE
3,3,239347,197581147,2,2,197341800,664,3,WWTR1,ENSG00000018408,3,149517235,149736714,protein_coding,WW domain containing transcription regulator 1,3:149517235-149703273,1,NA,epithelioid haemangioendothelioma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
9,2,65602660,104449063,1,1,38846403,5923,9,XPA,ENSG00000136936,9,97653139,97697408,protein_coding,"xeroderma pigmentosum, complementation group A",9:97674909-97697357,1,NA,NA,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (A),E,Rec,TSG,"Mis, N, F, S",TRUE
3,5,239347,27424799,1,1,27185452,2653,3,XPC,ENSG00000154767,3,14145145,14178767,protein_coding,"xeroderma pigmentosum, complementation group C",3:14145147-14178783,1,NA,NA,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (C),E,Rec,TSG,"Mis, N, F, S",TRUE
2,4,45895,86850022,1,1,86804127,2240,2,XPO1,ENSG00000082898,2,61476032,61538753,protein_coding,"exportin 1 (CRM1 homolog, yeast)",2:61477849-61538283,1,Yes,CLL,NA,NA,L,Dom,oncogene,Mis,TRUE
17,6,5996,16005187,1,1,15999191,9967,17,YWHAE,ENSG00000108953,17,1344275,1400326,protein_coding,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)",17:1344272-1400378,1,NA,endometrial stromal sarcoma,NA,NA,M,Dom,"TSG, fusion",T,TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,ZBTB16,ENSG00000109906,11,114058335,114256765,protein_coding,zinc finger and BTB domain containing 16,11:114059593-114250676,1,Yes,APL,NA,NA,L,Dom,"TSG, fusion",T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,ZCCHC8,ENSG00000033030,12,122471600,122501002,protein_coding,"zinc finger, CCHC domain containing 8",12:122472899-122501073,2,NA,Spitzoid tumour,NA,NA,E,Dom,fusion,T,TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,ZFP36L1,ENSG00000185650,14,68787655,68796269,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
13,3,19600475,20000506,2,2,400031,1130,13,ZMYM2,ENSG00000121741,13,19958673,20091856,protein_coding,zinc finger protein 198,13:19958670-20091829,1,NA,"MPN, NHL",NA,NA,L,Dom,fusion,T,TRUE
19,3,29567046,46511617,1,1,16944571,11498,19,ZNF180,ENSG00000167384,19,44470957,44500547,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
19,3,29567046,59082605,3,3,29515559,508,19,ZNF331,ENSG00000130844,19,53519527,53580271,protein_coding,zinc finger protein 331,19:53521024-53580269,1,NA,follicular thyroid adenoma,NA,NA,E,Dom,"TSG, fusion",T,TRUE
12,3,176089,11199734,1,1,11023645,7744,12,ZNF384,ENSG00000126746,12,6665037,6689572,protein_coding,zinc finger protein 384 (CIZ/NMP4),12:6666648-6689510,1,NA,ALL,NA,NA,L,Dom,fusion,T,TRUE
9,3,66457127,111659439,1,1,45202312,5956,9,ZNF483,ENSG00000173258,9,111525054,111578138,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
18,2,166819,34850846,2,2,34684027,1339,18,ZNF521,ENSG00000198795,18,25061924,25352316,protein_coding,zinc finger protein 521,18:25061926-25352152,1,NA,ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
23,2,2699968,22291860,3,3,19591892,538,X,ZRSR2,ENSG00000169249,X,15790106,15830694,protein_coding,"zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2",X:15790472-15823260,1,Yes,"MDS, CLL",NA,NA,L,Rec,TSG,"F, S, Mis",TRUE
